t,Date,Bitcoin,SIG,FIG,FDG,SDG,UFE,SP500,NASDAQ,SH300,N225,FTSE,GDAXI,FCHI,HSI,USDX,UYE,EUE,UJE,GUE,UDE,CNH
205,2017/12/26,5.212389794,2.253097137,2.258934405,1.424918177,1.439916028,1.311227955,0.716418352,1.482391349,2.469697556,1.290044867,1.81032748,2.049299645,1.980823552,1.90405788,0.908343582,1.536178655,1.13023712,0.86806757,1.306224708,1.507481458,1.289350419
206,2017/12/27,4.869719296,1.96399068,1.857676454,1.317205997,2.180167387,1.608462295,1.057835277,1.379859225,2.858192363,1.410905857,1.943447954,2.252257859,2.029664795,1.927878686,1.47428619,1.142887233,1.688253815,0.801866724,1.701629831,1.81882965,1.326200778
207,2017/12/28,5.013279363,2.122124233,1.797188924,1.600562071,2.128261753,2.364726948,0.753599146,1.09293761,2.783095203,2.39376778,1.275776432,2.21719202,2.131145133,2.101301003,1.84917392,1.696471423,1.878798302,1.932588674,1.635003545,2.157038873,1.647488634
208,2017/12/29,4.323486582,2.553087253,2.490699045,1.25599068,1.726428813,1.884782059,2.069354763,2.145515196,2.154653037,1.862521076,2.453772494,1.811373701,1.914564693,1.740872893,2.016264331,1.657928849,2.131944172,1.627627794,2.263555261,1.898547003,1.461487139
209,2018/1/2,5.211872881,2.688672157,2.626013225,1.361653951,1.899643096,1.83346801,1.753620613,2.613758348,2.486309741,2.451985095,2.309887687,2.77323387,2.568040216,2.916035097,1.783218309,0.994260693,1.993291693,2.022336863,2.085161093,1.72063509,1.673520414
210,2018/1/3,4.006964776,2.550357863,2.50955045,2.102436165,2.296959463,2.326213478,1.951833357,2.145766313,2.661607187,2.816190955,1.999770838,2.447875021,2.487203905,2.306584328,1.778729012,1.025533358,1.824620198,1.525243366,2.301934157,1.599104035,1.189423481
211,2018/1/4,4.526277383,2.906170976,2.868118855,2.178419058,2.262514583,1.64402879,1.460105216,1.425238794,2.179736649,3.079452218,1.545228334,2.544028359,2.710985991,2.180310133,1.754383479,1.139249638,2.103543813,1.429753136,1.55822079,1.901179648,1.558858339
212,2018/1/5,5.164294189,2.182899753,2.173098679,2.154798867,2.249605406,1.791614132,1.874319385,1.863311786,2.050097832,2.322474486,1.731046976,2.285451977,2.313485348,2.318801475,1.413168316,0.769884773,1.77591387,1.824042739,1.625736981,2.686448311,1.202599128
213,2018/1/8,5.160722318,1.906204089,1.848662632,1.970777537,2.116620922,1.548001212,1.518533779,1.7897539,2.379412762,2.200276271,1.823655409,1.844299929,1.442340241,1.990634734,1.87073274,1.502613172,2.195984888,1.62390866,1.658305569,1.895768978,1.806615385
214,2018/1/9,4.411603733,2.381521625,2.340291331,1.409107537,2.015877974,2.185974811,1.548084738,1.660404977,2.341280069,2.062574212,1.695379482,1.698938863,1.950859725,2.024850716,1.681290825,1.748224188,1.717973404,2.115744874,1.849361203,1.973800329,1.996379855
215,2018/1/10,4.632334756,2.864047853,2.841877838,1.505131207,1.507679241,2.366460252,1.819283254,1.927880027,2.285769406,1.662004492,1.778398024,2.56266649,2.163109964,2.526759514,2.117646893,1.846495342,2.198821325,2.745639185,1.928022103,2.655194295,1.797163463
216,2018/1/11,5.052344715,2.041074308,2.011755941,1.706809465,1.788995611,2.300907842,1.815909956,2.048178819,2.099498293,1.865112618,1.625729757,2.544946923,2.061120275,1.912685843,2.258475755,1.314112872,2.521062639,2.157755489,2.119762759,1.938781303,1.915653774
217,2018/1/12,4.498572727,2.755341643,2.80737291,1.629848149,1.129388902,2.527394096,2.017900009,2.25464691,2.04493773,2.017203747,1.774450958,2.132507988,1.961614278,2.060953403,2.660603303,1.825249595,2.889782503,2.084993678,2.886414067,2.18631245,1.948685006
218,2018/1/15,4.185381723,2.05735647,2.625107872,2.342269824,1.847078093,2.290487591,2.466086257,2.681099806,2.534474279,1.968860697,1.091894414,1.896179254,1.597531297,2.836299401,2.136698754,2.048852361,2.333621046,2.187586929,2.079639619,1.851398296,2.05991605
219,2018/1/16,5.861180946,2.249868042,2.403573036,1.241520952,1.89000669,2.316478576,2.773578623,2.97795248,2.546097328,2.528512025,2.025449673,2.592530419,2.00588821,2.858895436,1.824034324,1.353742734,2.12197898,2.052036666,1.674099652,1.661388105,1.385064125
220,2018/1/17,5.516685471,2.752163909,2.733397414,1.706631655,1.947432247,2.340463484,2.466423672,2.536796033,2.656053449,1.994498175,1.895018063,2.29371718,1.940527238,2.510357474,2.357758753,1.511343224,2.622884392,2.48674365,2.740799602,2.620443713,1.612869309
221,2018/1/18,4.754571863,2.056696724,2.050877044,2.265937,2.474234269,2.384895648,1.694100769,1.782517839,2.514023725,2.91751864,2.11751172,2.075378999,2.148948249,2.568039758,2.035507123,1.499889488,2.24043599,2.093339634,2.209475698,1.892792888,1.515622372
222,2018/1/19,4.39901016,2.334284187,2.301954511,1.821191211,1.823170594,2.540966191,1.612332374,1.813616124,2.530110503,1.888632449,1.710221439,2.559937285,2.083910847,2.262740394,1.959844855,1.335722784,2.026484502,1.891578857,2.170055735,2.316450234,1.792354675
223,2018/1/22,5.186379769,1.955605916,1.905445021,1.058511105,1.318652392,1.745699633,2.316259988,2.460876064,2.814190316,1.74512855,1.66850707,1.618715331,1.855351987,2.579531599,1.479808104,1.07172284,1.710550798,2.02275003,2.409629476,1.758177175,1.220141354
224,2018/1/23,4.89302094,2.272941265,2.22772158,1.414111132,1.669825043,2.065820506,1.550691578,1.873138139,2.269216938,2.321726496,1.653887032,1.901458921,2.236233729,2.580101444,1.931225799,1.035108475,2.037979755,2.255390178,2.201426703,1.878445216,1.367747425
225,2018/1/24,4.492928198,2.980942898,2.956179719,1.849415978,1.705707017,2.929606833,2.432422524,2.828774221,2.548740873,2.007566224,2.581881045,2.62377259,2.201039579,2.31583155,2.527319887,1.956196129,2.452388723,2.663164877,3.065673699,2.331985564,2.257982402
226,2018/1/25,4.293475038,3.023605683,3.022157216,1.70592073,1.715740522,3.075791143,1.963246732,2.381197248,2.689095777,2.160273133,2.090773643,2.945376847,2.679189047,2.498484068,2.706977998,2.428561169,2.775275877,2.552368254,3.055915271,2.325890099,2.420083078
227,2018/1/26,4.813911796,2.418503747,2.351974535,2.152118594,2.318442817,2.581807323,2.37156562,2.438709762,2.609841514,2.298983646,2.047065273,1.936290424,2.261178017,2.70366849,2.355968311,1.589016147,2.438021428,2.759629735,2.666831788,2.220163601,1.687624781
228,2018/1/29,4.239426582,2.580523187,2.573236282,1.785049046,2.110253005,1.871720801,2.038520349,1.93394681,3.359201382,2.306152852,1.327394229,2.104249932,1.416879933,3.010778456,2.081581508,0,2.16481919,1.998946051,2.375126897,1.557270696,1.794971505
229,2018/1/30,4.919072706,2.558887803,2.549591476,2.356049761,2.361334877,2.321235338,2.067743892,2.22459603,2.72599096,2.838833266,2.543269684,2.481515878,2.425308964,2.813530495,2.252161587,1.392149441,2.391404617,2.132937914,2.724754657,1.873171722,1.696275347
230,2018/1/31,4.231591971,2.592686786,2.583683993,1.890766981,1.868713341,2.167857048,2.365539213,2.422622593,2.69747135,2.636100313,2.461928303,2.248560997,1.678687976,3.055549524,1.916438968,2.167232828,2.106412435,2.209151257,2.195804032,2.233420057,2.231550114
231,2018/2/1,5.18076743,2.509586863,2.486043371,1.606878091,0.922822363,2.338841655,2.246394554,2.503266587,2.98263263,2.627921933,2.480475798,3.360546363,3.009414563,2.652366148,2.316008823,1.379683163,2.543146984,1.942544202,2.254036189,1.93280036,1.483745026
232,2018/2/2,5.2083134,2.988370901,2.988164653,1.647609709,1.763702762,2.277633246,3.004701476,2.988160809,3.196171549,2.495173025,2.26323217,2.733683819,2.731880974,2.780045372,2.387350793,1.89412383,2.315567291,2.541022855,2.655884247,2.817567365,1.881420899
233,2018/2/5,5.501587806,2.436429248,2.426824434,2.4400639,2.460170963,2.404292991,3.974635673,3.910855342,2.998200386,2.741528625,2.825975307,2.466079324,2.370685956,3.196833295,2.172904221,1.619420614,2.337203015,2.607023055,2.773219897,2.598137018,1.817790873
234,2018/2/6,5.701801723,3.131066105,3.125384943,2.707677728,2.627676016,2.413148632,3.846469301,3.905182915,3.091286874,4.150904497,3.706446237,3.380815705,3.324485713,3.268906165,2.173013422,1.828955503,2.409827006,2.532006977,2.598467663,1.913787349,2.047256247
235,2018/2/7,5.225271946,2.940983797,2.915882815,2.629044728,2.961678562,2.642425835,2.979037857,2.953840026,3.820408809,3.635974185,3.296609692,3.075279106,3.075571251,3.781404012,2.48698555,2.053496428,2.701401928,2.128261753,2.474348648,2.086741113,2.512517869
236,2018/2/8,4.872710348,2.615147947,2.603609915,2.030429632,2.470066649,2.632150127,3.821159775,3.897358128,3.320483883,2.84638967,2.932658111,3.49210264,3.269882547,2.910261445,1.974896928,2.612101222,2.038795488,2.539103331,2.895663655,1.839885939,2.684802093
237,2018/2/9,4.769144374,2.372516781,2.329081438,2.428919023,2.438123411,2.026483186,3.851326813,3.88218564,3.818666196,3.048007117,2.756263725,3.320221177,3.158742555,3.066642728,1.749118397,2.056438707,2.027137542,2.592378835,2.914921455,2.422693984,2.565525098
238,2018/2/12,4.72993963,2.44283501,2.475314433,2.250905972,2.003817065,1.612439189,3.079545604,3.168307957,3.164422941,3.138077353,2.848856681,2.683376883,2.450818838,2.583618299,1.543403489,2.189803895,1.75823023,1.580929165,1.880065464,1.80975677,2.114007016
239,2018/2/13,4.194792243,2.147353608,2.136186087,1.965010051,2.158843363,2.258087414,2.620468505,2.666366421,2.879807512,3.220218937,1.781246666,2.280859078,2.330597869,2.693118274,1.995065309,1.692718702,2.103392886,2.691987259,2.050846622,1.715461135,1.641954009
240,2018/2/14,4.757871152,3.494928126,3.522487101,2.38497361,2.355808323,2.393280271,3.128449386,3.347556997,2.641877896,3.128118109,2.743663227,3.397347319,3.170237073,3.232043157,2.724758103,1.575498287,2.864376785,2.522712567,2.880759218,2.6692201,2.037612988
241,2018/2/22,4.791580928,2.332114622,2.296114813,1.837837236,1.441719194,2.319525822,2.650571195,2.614000937,2.632205561,2.210700319,2.700326339,2.987025932,2.69201148,2.282294866,2.052304975,1.592594129,2.13874267,2.545087468,2.379695218,1.989870366,1.548923298
242,2018/2/23,4.448489944,1.799636365,1.723836115,1.430730047,1.663667039,1.853901834,2.660310148,2.809200534,2.648102097,2.141101252,1.877517585,2.01352137,1.858264025,2.165457959,1.525512567,1.669384946,1.688120327,1.951394714,2.117176109,2.223113804,1.18802401
243,2018/2/26,4.717957578,2.547498445,2.550028197,2.04400761,2.221563264,2.121098581,2.410731374,2.258322774,3.108712967,2.264746497,2.382300045,2.36982963,1.788891449,2.372376835,1.969391282,1.805492452,1.970793776,2.176463535,2.461756634,2.194326027,1.815967218
244,2018/2/27,4.230454822,3.035480531,3.033537532,1.867803253,2.35195682,1.976086642,2.925402772,2.818318291,2.965359115,2.204300718,2.123249129,2.563464381,1.979844757,3.177302567,2.337416308,1.856647766,2.465917996,2.270913058,2.438541854,2.321868638,1.949345798
245,2018/2/28,4.310520474,1.902463775,1.806054175,2.429285195,2.562836009,2.171548529,3.001678727,2.880337096,2.840682676,2.779888252,2.273412015,2.209525456,2.257811777,2.587877596,1.632188371,0.70860192,1.605594635,2.341978531,2.585763717,2.019143901,0.858143279
246,2018/3/1,4.318312553,2.789626788,2.794188838,1.776168773,2.092386118,2.28631255,3.41253922,3.410155456,3.051615358,2.602083548,2.528228553,3.131363267,2.763232151,3.153809775,2.227805833,1.740365633,2.41451443,2.41984795,1.793554503,2.050298516,1.889584114
247,2018/3/2,3.564037862,2.221001057,2.201044111,2.294759355,2.174682126,2.364993955,3.04559679,3.37321798,2.368906788,2.707127149,2.895565146,2.97159434,3.147097384,1.980402089,1.71523077,1.614775482,2.059634274,2.433164382,1.641334875,2.168075916,2.020896524
248,2018/3/5,3.250656407,2.219260393,2.218428972,1.807133491,1.91246151,1.924593217,3.101754461,3.12822159,2.596177531,2.516473622,2.223604281,3.287446658,2.603636869,3.445829154,1.528728287,1.804480566,2.009624376,2.278775198,2.230095394,2.405961789,1.076878468
249,2018/3/6,4.423507309,2.813583192,2.802188371,1.576246592,2.023550637,1.975873614,2.172598201,2.209845017,2.971974199,2.205596821,2.579042238,2.643290769,2.329140508,2.919264899,1.987740582,1.938211925,2.133151033,1.902699854,2.244184494,2.476300825,1.912260926
250,2018/3/7,4.926685621,2.790910175,2.795323969,1.961542556,1.823177981,2.351569506,2.501168085,2.664513656,2.860310352,2.719618602,2.436291806,3.182361993,2.722865336,3.043859348,1.612186916,0.925422716,1.679544885,2.109413621,1.712206553,2.406039076,1.238961954
251,2018/3/8,4.56101606,2.189529705,2.179131566,1.615788079,2.179433569,2.484766589,2.012257706,1.907648977,2.620049251,2.315307552,2.363082392,2.955770699,2.842161433,2.406104922,2.318261063,1.071120696,2.606107296,1.513798895,2.354086527,2.112178027,1.534886702
252,2018/3/9,4.802735476,2.298264935,2.402243867,2.077333992,2.357831713,1.77724584,2.67563699,2.640441385,2.261328014,3.33132013,1.733462234,2.440090997,2.419356072,1.752638943,1.582273935,1.799178589,1.931581088,2.254364446,2.125595317,2.20878126,1.725619121
253,2018/3/12,4.781775002,2.095569349,2.132309941,2.026382504,2.319036655,1.895391175,1.987254701,1.932810549,2.007496638,2.693658295,2.197769596,2.16235221,2.265164891,2.268843415,1.508942509,1.221251629,1.652216729,1.975700364,1.876962544,1.370719147,0.654269124
254,2018/3/13,4.156123151,2.563566026,2.567369764,1.662012925,1.484703989,2.064979507,2.881693174,3.086231533,2.4794402,2.642895318,2.757717763,3.32264427,2.93508021,2.200747971,1.911867031,1.114731124,2.145171762,2.414231834,2.274283628,2.61711959,1.253876556
255,2018/3/14,5.135293065,2.021751614,2.030438011,1.967756066,1.765794655,1.934699965,2.610728154,2.38431649,1.850525269,2.34038132,2.155211994,2.419935082,2.359693238,2.436206278,1.470682502,0.67400529,1.811499767,1.992721567,1.750154533,1.565969083,1.60562093
256,2018/3/15,4.515601248,2.44786697,2.439382613,1.275798737,1.142346215,2.377648074,2.196351024,2.254944475,2.428053112,2.66125106,1.741070659,2.557955327,2.142227428,2.827606997,1.952298503,1.249908217,2.079268186,1.950471244,1.736159769,2.416670723,1.686153974
257,2018/3/16,4.385403864,2.381251433,2.373200629,1.442087586,1.878043865,2.012088254,1.599035089,1.825874441,2.724230901,2.565121024,2.194156351,2.377605488,2.180937195,2.115897548,1.853225053,0.960279957,1.932556386,2.14029205,2.003334409,1.53770742,1.02757738
258,2018/3/19,4.20797855,2.390927719,2.366672734,2.112779803,2.377171495,1.909569571,2.983728328,3.055171746,2.451708771,2.746586346,3.03990175,2.855873516,2.496079196,2.709771941,2.019322825,0.574612406,2.232769908,1.936051388,2.657864338,1.910228484,1.278623447
259,2018/3/20,4.466683275,2.299534662,2.308458935,1.626253645,1.536943447,2.087599981,1.789476227,2.044386419,2.422676132,2.15973625,1.844186325,2.487476547,2.324561115,2.664694617,2.04040003,1.058667899,2.37346835,2.001387724,1.939773441,1.458776731,1.0657196
260,2018/3/21,3.741736224,3.111655632,3.168450626,1.781512954,1.589896204,2.326505425,2.514955062,2.643699406,2.889223022,2.381355307,2.075310488,2.168867344,2.092223382,3.073520834,2.33081338,0.974010075,2.329219284,2.111939683,2.537066552,2.836877186,1.741205558
261,2018/3/22,4.243538685,2.185082864,2.199962139,2.429834705,2.501508703,1.895285767,3.14704138,3.092299289,2.971297332,2.561374457,3.019840357,3.193273547,3.211506957,3.197299443,1.999867194,1.178840971,2.250381617,2.205017163,2.379096974,2.352242298,1.880192801
262,2018/3/23,4.236032003,2.909596841,2.913874024,2.607848511,2.647063679,1.859932157,3.447739802,3.485298733,3.320447514,3.543919734,2.533147432,2.870469296,2.744525602,2.698926388,1.819317668,1.450376935,1.915743877,2.103899183,1.955642168,2.352707926,1.802162855
263,2018/3/26,4.442354748,2.389197332,2.367458548,1.759762938,1.644822502,1.916101448,3.257197568,3.490176933,2.776790851,3.151707637,2.721245298,3.217661759,2.939104815,3.044191226,1.942145045,2.243656487,2.329241267,2.204871803,2.204032451,1.98889419,2.478561243
264,2018/3/27,4.133347298,2.691633389,2.67978458,1.68764545,2.122788237,2.207130973,3.534079989,3.85289223,2.780188264,3.011524828,3.231864309,2.398048979,2.392423815,2.217744195,2.200411882,2.091850868,2.252989309,1.823810648,2.669653733,2.072482447,1.988110353
265,2018/3/28,3.811368809,3.018214258,3.043993602,1.612869958,2.028239385,2.663719113,2.856077124,3.101967651,3.05256837,2.637255179,2.993496525,2.915303928,3.037059777,3.146927924,2.445619043,1.753204747,2.427407731,2.899453279,2.36444004,1.800362684,1.754956989
266,2018/3/29,4.935892737,1.837334651,1.827581616,2.450293406,2.581553045,1.46333444,3.06823838,3.406687822,3.573821293,2.798010515,2.388850275,2.991629147,2.594227858,2.807012435,1.295065628,1.463748747,1.559380665,1.961084441,1.949368287,1.829427894,1.625258257
267,2018/3/30,4.580174073,0,2.467110117,1.155050033,1.892613739,1.643056891,3.38020291,3.550662734,2.364901288,2.378770103,2.396040858,2.904554871,2.554260391,2.867436429,1.157979975,1.436767096,1.238147367,1.523397425,1.447544328,1.295705661,1.169984334
268,2018/4/2,3.960466043,2.87445438,2.851628744,1.489313133,1.849951982,1.519390185,3.620773698,3.678254532,2.765854252,2.412012129,2.403210707,2.808863402,2.512520459,2.924446338,1.473658497,1.122667179,1.786154643,2.152337466,1.606355915,1.97487877,1.416215343
269,2018/4/3,4.27799556,2.480479598,2.477414349,2.267476431,1.959263521,2.038701135,2.959673524,3.06220391,2.430797229,2.709934084,2.410360093,2.702694935,2.468848533,2.978409006,1.709995478,0.561363278,2.03553654,2.339823438,1.699605658,2.540184906,0.842818324
270,2018/4/4,4.674665262,2.690327692,2.693106607,2.079716055,1.977754437,1.988863646,3.511998624,3.71286499,2.61442536,2.257884025,2.501671935,3.049289843,2.736234636,3.436844669,1.428818608,1.571090032,1.689909388,2.233195933,1.901597656,2.099070069,1.930973942
271,2018/4/9,4.45030506,2.284637608,2.282013985,1.213798442,1.27818757,1.789646495,2.925741401,3.058079823,2.557346143,2.454502927,2.327563381,2.739596176,2.217391728,3.135655329,1.783046664,1.453290157,1.862800711,1.871098541,1.944541445,2.45946628,1.723686345
272,2018/4/10,3.348288932,2.307278854,2.330019398,1.994820794,1.754305034,1.751644917,2.553280111,2.818286652,3.105487291,3.029173791,2.43625654,2.164454699,1.914361888,3.188069668,1.723953743,1.586731523,1.942529579,2.136993399,1.707366633,2.412499469,1.739145552
273,2018/4/11,3.222955055,3.13206212,3.125581693,1.904202262,1.876427665,1.592186337,2.262433808,2.476828404,2.285170608,2.070120125,1.450341399,2.454619461,2.138127762,2.405341247,1.438097451,1.440858545,1.493772165,1.870771237,1.644131276,1.949267567,1.563232419
274,2018/4/12,5.141104353,2.848497099,2.836018422,2.32291499,2.05287698,2.231939082,2.197268647,2.282239728,2.50082859,1.915015244,1.40988477,2.763338031,2.247745768,2.832917828,1.900804307,1.386716213,2.007109042,2.084472695,2.109871364,1.731920224,1.41455711
275,2018/4/13,4.11445588,2.533150147,2.894735253,2.126981917,2.192280516,1.537695651,2.719945884,2.83202987,2.932686054,2.194225589,1.410281453,2.336133504,2.040537007,2.618200527,1.08909122,1.090853153,1.289735987,1.797378395,1.811272345,1.779848519,1.487068062
276,2018/4/16,4.139365169,2.211594068,2.209440632,2.12606875,2.174311869,1.952921467,2.213787007,2.308936741,3.171565984,1.699909138,2.413371609,2.330928406,1.623930615,3.210251878,1.793142904,0.759929129,1.843050609,1.825140435,2.197008891,1.699050867,1.307146467
277,2018/4/17,4.050275117,2.334653391,2.325552386,1.431276646,0.85540174,2.458017807,2.20191815,2.678805721,3.153337475,1.82077224,2.084909555,2.894110283,2.434384771,2.870836582,1.750588867,0.742942068,1.978958752,1.248478213,2.029485128,1.559210391,1.116912154
278,2018/4/18,3.795714096,2.477627651,2.475406211,1.963548587,1.675465236,1.739582747,1.76977884,2.240459585,3.217750978,2.676169296,2.753943573,2.124293348,1.55300087,2.95903355,1.472239359,1.115621953,1.630025991,1.479433697,2.437354294,2.322416151,1.286747394
279,2018/4/19,3.106151325,2.499831509,2.51164531,1.651418214,1.432553206,1.926657487,2.189169323,2.288917782,2.833551795,2.248539826,1.590560588,1.717548106,1.485431269,2.454817031,1.762304749,1.337038679,1.899723967,1.260970419,2.658141961,2.112595061,1.492825553
280,2018/4/20,4.445716773,2.327944247,2.31960118,1.65524128,1.7568299,1.7941793,2.659596245,2.767741166,2.987107397,2.258077409,1.947354007,2.158817528,2.250418957,2.916736785,2.051240213,1.084007445,2.272641219,1.674114174,1.995471555,2.494250752,1.103271202
281,2018/4/23,3.089133679,2.499795197,2.476897358,1.937627974,2.329679399,1.596484346,2.369356773,2.789506052,2.768470376,1.977676565,1.931683086,2.412070436,2.325045979,2.420803254,2.143058871,1.759896138,2.132703075,2.452392419,2.154369541,2.26088481,1.648003568
282,2018/4/24,4.595855774,2.239005276,2.242228917,1.5810212,1.303986569,1.663278791,3.356386717,3.530441439,3.237120537,2.080684987,1.878510165,2.718229617,1.920954684,2.518718322,1.5675979,1.180107387,1.809772656,1.962463345,1.750727724,1.49769547,1.621302436
283,2018/4/25,4.763423386,2.455698641,2.465082714,1.57936587,1.600253079,2.043569725,2.656572032,2.837138305,1.871093014,2.03722322,2.66614499,2.770818748,2.431150282,2.296557143,1.88501113,1.564749675,2.005981303,1.974830122,1.819183529,1.965910828,1.803951362
284,2018/4/26,4.258461269,2.310698836,2.326809712,1.27873965,1.424134974,2.24424857,2.537194812,2.658384774,3.23520818,1.789838258,2.334194259,2.398117181,2.404773844,3.11507634,2.167615372,1.084130058,2.367785037,1.435568704,2.137429876,1.743155026,1.366900003
285,2018/4/27,3.882996879,2.172644112,2.220319567,1.538135197,1.77436291,1.757819421,2.065616735,2.901399868,2.949764265,1.955153831,2.580302785,2.303956983,1.813761724,2.489358663,1.844114189,1.224840668,2.014625528,1.798635556,2.75201615,1.927417231,1.419528495
286,2018/5/2,3.412151512,2.189465893,2.229062637,2.116667291,1.880785638,1.99743148,2.537919063,2.48734518,2.567428297,1.97781844,2.093933115,2.998450984,1.818304412,2.250916736,2.042715263,0.837530752,2.186915287,1.491332043,2.254476933,2.015712807,1.962184566
287,2018/5/3,4.301443382,2.4923882,2.490973827,1.870353591,1.990475206,1.621833734,2.926320934,2.984160176,2.988986055,2.026866572,2.259657217,2.482905628,1.962724274,2.475143818,1.658917542,1.47450199,1.765771059,2.30976233,2.050824693,2.0944725,1.909570132
288,2018/5/4,3.131562662,1.933428582,1.994073957,1.525676226,1.717750414,1.84312564,3.184362926,3.309801519,2.227081909,2.073709482,2.330751646,2.307498499,1.836189267,2.911684519,1.94236889,1.304722447,2.087763545,1.876666257,2.127585618,1.989204776,1.595468982
289,2018/5/7,3.96600652,2.066523201,2.115118279,1.765201699,1.817991213,2.123755793,2.080190295,2.180028133,2.871558503,2.118540775,2.172647434,2.575521685,1.777021091,2.585670065,1.891061666,1.33766591,2.040228711,1.907406091,1.60940956,1.693940489,1.522945837
290,2018/5/8,3.722599401,2.359699111,2.375712083,1.07187113,1.117459311,1.617034189,2.208604198,2.147705066,2.852885406,1.990623793,1.98580252,1.945253675,1.920068906,2.497041157,2.060694893,0.65742537,2.277479909,1.718584835,2.223666867,2.381861956,1.021824389
291,2018/5/9,3.756629152,2.482602997,2.477213479,2.122242529,2.144305578,1.783490584,2.449885872,2.60123449,1.9294705,1.763131127,2.680269025,1.857260595,1.592716888,2.124898663,1.981327061,0.938642044,1.982202818,2.176229434,2.213453517,2.591344174,1.505092678
292,2018/5/10,3.790441931,2.404444038,2.412021543,1.323185911,1.363285184,2.007084108,2.210321991,2.241603811,2.084409738,1.743053225,2.422064712,2.235020859,1.616889768,1.640924025,2.0674609,1.470431963,2.315815659,2.005763122,2.607535968,2.384004341,2.11841514
293,2018/5/11,4.462319951,2.058231745,2.089062494,1.428001527,0.900644344,1.993326726,1.87041893,1.952861048,2.226472769,2.427711453,1.711679824,1.811526692,1.579925043,2.200012165,1.791693808,1.208904351,1.989689236,1.483535671,2.074910973,1.839715621,1.327452199
294,2018/5/14,4.224176038,2.155948574,2.123880546,1.070962781,1.530201788,1.749066373,1.943449205,2.167154498,2.255132783,2.364072028,1.769145947,2.050944183,1.304648524,1.817523317,1.713218557,0.553345866,1.904771663,1.573776431,1.749278522,1.700723637,0.872715505
295,2018/5/15,3.92043871,3.153637951,3.151625181,1.901099769,1.860130052,1.894486481,1.955097595,1.894962923,2.222279987,1.675228134,2.261278351,2.053787302,2.000652349,2.735312756,2.361422361,1.64857243,2.442242553,2.146208218,2.338300576,2.489126048,1.812423039
296,2018/5/16,3.824721783,2.25419103,2.252718548,1.847922638,2.608305878,1.390538924,1.883938332,2.18436856,2.306276047,1.621703373,1.416560653,1.825088626,1.833899898,2.693070203,1.834405604,1.058475238,2.168962167,1.375618798,1.710476658,2.191469892,1.634224462
297,2018/5/17,3.99770112,2.158861876,2.186648308,1.495031665,2.049598502,1.68443982,2.161978785,2.454640929,2.48758381,1.485135723,2.399292658,2.457671084,2.364816963,2.860573705,1.738711595,0.93373376,1.780066089,2.111504733,2.108285225,1.866242863,1.023617662
298,2018/5/18,3.744603954,2.023313727,2.03551384,0.84877365,1.925150503,2.071001517,1.473461058,1.75755858,2.897669898,1.470963058,1.728619253,1.973365307,2.094886222,2.197716571,1.813664218,1.204167535,1.975080915,1.624199114,1.853355755,2.396656376,1.078519895
299,2018/5/21,3.262039362,2.344779459,2.328003535,1.976779297,1.849198498,1.333199214,1.734678812,2.289376266,1.942465902,1.748371252,2.580662171,2.285531298,1.850061871,2.136523598,1.924647574,1.179878211,2.04297026,1.790434596,2.072479102,2.304098512,1.703716584
300,2018/5/22,4.069394839,2.01253492,2.056798753,1.222635036,2.050350388,2.130364136,2.14644584,2.266612584,2.405192824,1.369680827,1.963908378,2.52242621,1.592561698,2.636418207,1.734073655,0.910711902,1.960839025,1.432305421,1.908210687,1.984222147,1.121786816
301,2018/5/23,4.390663582,2.274285922,2.345283769,1.014533252,2.100851611,2.296013297,2.306037301,2.662595629,2.560045173,2.714570409,2.800739315,2.955188201,2.819771592,2.972001094,2.125897617,1.304908315,2.429117876,2.668756367,2.479057949,2.227810823,1.900455587
302,2018/5/24,4.12856988,2.522014532,2.539266803,1.942588515,2.431221918,2.147240138,2.339759204,2.49210454,2.352540393,2.652116283,2.551509969,2.901553063,2.74537907,2.010283724,1.625879953,1.254271221,1.7874616,2.506449326,1.950736779,2.126014375,1.111890798
303,2018/5/25,3.705016404,1.973202235,1.948411716,1.906031764,2.112236204,1.65048994,1.65213706,1.750022739,2.407628239,2.281628456,2.006263084,2.591226584,2.704996059,2.068852316,1.922663167,0.36296102,2.156618232,1.880371371,2.121685877,2.323120118,1.018780053
304,2018/5/28,3.918263705,1.489683287,1.631268698,2.200857573,2.094501144,1.753986823,2.282402752,2.212966938,2.651986168,1.943561132,2.537562365,2.936383518,2.870473946,2.44695414,2.065860517,0.605031007,2.493311341,1.838658595,1.377375727,1.700727423,1.139724079
305,2018/5/29,4.226222095,2.530828609,2.560384889,1.435660225,1.731357297,2.741428647,2.669241905,2.529641896,2.513480556,2.323410613,2.884887351,2.866765321,2.951230898,2.27483054,2.224546364,1.458151853,2.571976482,2.674704847,2.35682403,1.941772859,1.800154425
306,2018/5/30,3.691995981,2.050316199,2.046937273,2.198481382,1.975124595,1.922173277,2.431313202,2.044702902,2.642139336,2.041009378,2.371721954,2.385213071,2.322720626,2.356934597,2.439743989,0.887471664,2.749788981,2.069272317,1.756699434,2.910457685,1.741761502
307,2018/5/31,3.637614122,2.130749527,2.222145128,1.144232165,1.526222626,2.054185934,2.223222121,2.238991603,2.941272739,2.091453674,2.43317138,3.143418014,2.719875321,2.679071123,1.891552588,1.071629195,2.098677742,1.846357325,1.797681468,2.733655408,1.339577402
